slug,title,collection,url_path,total_score,score_A_answer,score_B_schema,score_C_extract,score_D_entity,score_E_fresh,has_tldr,has_faq,has_schema_type,schema_types_found,has_table,avg_paragraph_length,question_headings_count,last_updated,word_count,top_fix_1,top_fix_2,top_fix_3
bali-tourism-boom,峇里島淡季也瘋狂！國際旅遊需求暴增22%,blog,/blog/bali-tourism-boom/,55,18,9,10,11,7,yes,no,partial,Article|BreadcrumbList,no,74,0,2025-03-11,582,文末加「常見問題」H2區塊（3-5題問答），此分類會自動產FAQPage schema,把模糊標題（心得/後記類）改為問句式或明確主題式H2，例如「XX多少錢？」「怎麼去XX？」,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名
nyepi-day-guide,峇里島寧靜日全攻略：從交通到住宿，一次搞懂！,blog,/blog/nyepi-day-guide/,68,24,13,9,13,9,callout-only,section-only,partial,Article|BreadcrumbList,no,85,12,2025-03-12,2010,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡,文末加「常見問題」H2區塊（3-5題問答），此分類會自動產FAQPage schema,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
bali-infrastructure-updates,峇里島旅行更方便！10大新建設帶你搶先看,blog,/blog/bali-infrastructure-updates/,68,17,20,10,13,8,callout-only,yes,yes,Article|BreadcrumbList|FAQPage,no,57,0,2025-03-12,1162,開頭150字內補直接回答段：針對「峇里島旅行更方便！10大新建設帶你搶先看」先給結論（推薦名單/價格區間/具體做法），再展開細節,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
bali-zoo-rice-terrace-trip,老少咸宜的峇里島之旅：從動物園到梯田的行程&心得分享,blog,/blog/bali-zoo-rice-terrace-trip/,62.9,18.9,12,10,13,9,callout-only,no,yes,Article|BreadcrumbList,no,48,1,2025-03-13,3517,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
bali-best-resorts-2025,峇里島再次獲獎：榮獲2025年亞洲最佳旅遊目的地殊榮 / 八大頂級渡假村,blog,/blog/bali-best-resorts-2025/,60.6,16.6,18,7,13,6,callout-only,yes,partial,Article|BreadcrumbList|FAQPage,no,45,5,2025-03-14,1815,缺Hotel schema：hotel-cache.json是空的，跑scripts/fetch-hotel-data.mjs補快取即可自動輸出（layout層一次解決）,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡,開頭150字內補直接回答段：針對「峇里島再次獲獎：榮獲2025年亞洲最佳旅遊目的地殊」先給結論（推薦名單/價格區間/具體做法），再展開細節
bali-luxury-vip-travel-guide,頂級峇里島豪華VIP旅遊：打造您的高端奢華假期,blog,/blog/bali-luxury-vip-travel-guide/,63,18,12,11,13,9,callout-only,no,yes,Article|BreadcrumbList,no,81,0,2025-03-15,1077,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
kuta-beer-on-wheels-bali,峇里島庫塔的啤酒巴士：Beer on Wheels Bali | 無限暢飲與歡樂之旅！,blog,/blog/kuta-beer-on-wheels-bali/,59.5,13.5,13,12,13,8,callout-only,no,yes,Article|BreadcrumbList|LocalBusiness,no,58,0,2025-03-15,1141,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「峇里島庫塔的啤酒巴士：Beer on Wheels」先給結論（推薦名單/價格區間/具體做法），再展開細節,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
bali-ogoh-ogoh-parade-2025,2025峇里島的妖怪大遊行：Pawai Ogoh-Ogoh，一場震撼人心的文化盛宴 / 最佳觀看地點,blog,/blog/bali-ogoh-ogoh-parade-2025/,63.3,12.3,20,12,13,6,callout-only,yes,yes,Article|BreadcrumbList|FAQPage|LocalBusiness,no,48,2,2025-03-15,1134,開頭150字內補直接回答段：針對「2025峇里島的妖怪大遊行：Pawai Ogoh-」先給結論（推薦名單/價格區間/具體做法），再展開細節,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
batur-volcano-sunset-jeep-tour,不用早起也能征服峇里島火山！日落吉普車之旅讓你輕鬆拍大片,blog,/blog/batur-volcano-sunset-jeep-tour/,58.9,15.9,13,12,11,7,callout-only,no,yes,Article|BreadcrumbList|LocalBusiness,no,77,3,2025-03-16,1270,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「不用早起也能征服峇里島火山！日落吉普車之旅讓你輕鬆」先給結論（推薦名單/價格區間/具體做法），再展開細節,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
potato-head-suites-seminyak-review,【水明漾飯店推薦】Potato Head Suites & Studios住宿體驗分享,blog,/blog/potato-head-suites-seminyak-review/,50,11,8,7,15,9,callout-only,no,partial,Article|BreadcrumbList,no,54,0,2025-10-12,1040,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,把模糊標題（心得/後記類）改為問句式或明確主題式H2，例如「XX多少錢？」「怎麼去XX？」,缺Hotel schema：hotel-cache.json是空的，跑scripts/fetch-hotel-data.mjs補快取即可自動輸出（layout層一次解決）
capella-ubud-luxury-resort,「全球最佳酒店」榜首在峇里島：叢林中的隱藏奢華—嘉佩樂烏布 Capella Ubud,blog,/blog/capella-ubud-luxury-resort/,60.4,21.4,8,9,15,7,callout-only,no,partial,Article|BreadcrumbList,no,78,1,2025-03-26,1387,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,缺Hotel schema：hotel-cache.json是空的，跑scripts/fetch-hotel-data.mjs補快取即可自動輸出（layout層一次解決）,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
bali-tourist-regulations-2025,【峇里島旅遊須知】峇里島實施外國遊客新規：注重禮儀、遵守秩序並強制繳納旅遊稅！,blog,/blog/bali-tourist-regulations-2025/,67.4,20.4,20,10,11,6,callout-only,yes,yes,Article|BreadcrumbList|FAQPage,no,66,0,2025-03-25,667,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取,把模糊標題（心得/後記類）改為問句式或明確主題式H2，例如「XX多少錢？」「怎麼去XX？」
bali-rafting-ayung-telaga-waja,【峇里島泛舟 FAQ】不會游泳也能玩？年齡限制、安全須知與阿勇河 vs 泰拉嘉河全解析,blog,/blog/bali-rafting-ayung-telaga-waja/,62.8,14.8,17,12,13,6,callout-only,section-only,yes,Article|BreadcrumbList|LocalBusiness,no,50,28,2025-03-28,2927,開頭150字內補直接回答段：針對「【峇里島泛舟 FAQ】不會游泳也能玩？年齡限制、安」先給結論（推薦名單/價格區間/具體做法），再展開細節,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
indonesia-bali-top-travel-destinations,權威認證！印尼/峇里島憑這4大優勢成人生必遊國度,blog,/blog/indonesia-bali-top-travel-destinations/,78.9,27.9,20,10,13,8,yes,yes,yes,Article|BreadcrumbList|FAQPage,no,33,3,2025-04-01,1585,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡,
ijen-bromo-bali-luxury-tour,🌋【伊真火山+峇里島】夢幻藍火+賽武瀑布+布羅莫日出｜輕奢五日遊全包,blog,/blog/ijen-bromo-bali-luxury-tour/,57.9,14.9,13,14,8,8,callout-only,no,yes,Article|BreadcrumbList|LocalBusiness,no,15,0,2025-04-01,636,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,補具體實體資訊：店家/飯店英文原名、所在區域名、Google Maps可搜尋的地點名稱,開頭150字內補直接回答段：針對「🌋【伊真火山+峇里島】夢幻藍火+賽武瀑布+布羅莫」先給結論（推薦名單/價格區間/具體做法），再展開細節
bali-rainy-season-travel-guide,峇里島雨季月份/降雨機率/降雨天數/平均氣溫/適合旅遊指數...大解析,blog,/blog/bali-rainy-season-travel-guide/,55.8,10.8,20,7,11,7,callout-only,yes,yes,Article|BreadcrumbList|FAQPage,no,80,1,2025-04-02,818,開頭150字內補直接回答段：針對「峇里島雨季月份/降雨機率/降雨天數/平均氣溫/適合」先給結論（推薦名單/價格區間/具體做法），再展開細節,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名
bali-top-50-outdoor-activities,【峇里島戶外活動】50種超人氣戶外體驗全攻略：泛舟、ATV、浮潛、水上活動與全家避雷裝備指南,blog,/blog/bali-top-50-outdoor-activities/,65.6,15.6,20,12,11,7,callout-only,yes,yes,Article|BreadcrumbList|FAQPage,no,41,0,2025-04-02,4306,開頭150字內補直接回答段：針對「【峇里島戶外活動】50種超人氣戶外體驗全攻略：泛舟」先給結論（推薦名單/價格區間/具體做法），再展開細節,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡
alila-villas-uluwatu-bali,Alila Villas Uluwatu｜烏魯瓦圖懸崖無邊際泳池頂奢別墅 2026 - Go Bali Go,blog,/blog/alila-villas-uluwatu-bali/,60.1,16.6,8,11.5,15,9,callout-only,no,partial,Article|BreadcrumbList,no,38,0,2025-10-19,1965,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,缺Hotel schema：hotel-cache.json是空的，跑scripts/fetch-hotel-data.mjs補快取即可自動輸出（layout層一次解決）,開頭150字內補直接回答段：針對「Alila Villas Uluwatu｜烏魯瓦圖」先給結論（推薦名單/價格區間/具體做法），再展開細節
clip-n-climb-sanur-bali,峇里島超夯室內冒險：25種攀岩牆玩到嗨的Clip 'n Climb,blog,/blog/clip-n-climb-sanur-bali/,64,13,13,16,15,7,callout-only,no,yes,Article|BreadcrumbList|LocalBusiness,no,28,0,2025-04-06,864,開頭150字內補直接回答段：針對「峇里島超夯室內冒險：25種攀岩牆玩到嗨的Clip 」先給結論（推薦名單/價格區間/具體做法），再展開細節,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
bali-weather-myths-explained,峇里島的天氣怎麼看？會不會下雨？旅人常見誤解一次破解！,blog,/blog/bali-weather-myths-explained/,61.1,17.1,20,9,8,7,callout-only,yes,yes,Article|BreadcrumbList|FAQPage,no,28,2,2025-04-09,857,把價格/時間/優缺點等可比較資訊改用表格或列點呈現，不要埋在敘述裡,補具體實體資訊：店家/飯店英文原名、所在區域名、Google Maps可搜尋的地點名稱,開頭150字內補直接回答段：針對「峇里島的天氣怎麼看？會不會下雨？旅人常見誤解一次破」先給結論（推薦名單/價格區間/具體做法），再展開細節
renaissance-bali-uluwatu-resort,【烏魯瓦圖奢華天堂】烏魯瓦圖萬麗度假村 Renaissance Bali Uluwatu  深度介紹與家庭推薦亮點,blog,/blog/renaissance-bali-uluwatu-resort/,62.7,16.7,12,12,15,7,callout-only,section-only,partial,Article|BreadcrumbList,no,39,5,2025-04-10,1633,缺Hotel schema：hotel-cache.json是空的，跑scripts/fetch-hotel-data.mjs補快取即可自動輸出（layout層一次解決）,開頭150字內補直接回答段：針對「【烏魯瓦圖奢華天堂】烏魯瓦圖萬麗度假村 Renai」先給結論（推薦名單/價格區間/具體做法），再展開細節,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出
bali-tourism-tax-enforcement-2,峇里島加強旅遊稅執行，遊客繞過繳費將更困難,blog,/blog/bali-tourism-tax-enforcement-2/,65,23,13,12,9,8,callout-only,section-only,partial,Article|BreadcrumbList,no,26,7,2025-04-16,903,文末加「常見問題」H2區塊（3-5題問答），此分類會自動產FAQPage schema,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取,H2底下第一段太短(<12字)導致FAQPage schema無法擷取答案，每個H2下先放一段完整回答
batur-volcano-jeep-sunrise-tour,【峇里島日出攻略】巴杜爾火山吉普車之旅：黑熔岩探險、雲海奇景與最美攝影取景點,blog,/blog/batur-volcano-jeep-sunrise-tour/,62.3,15.3,13,12,13,9,callout-only,no,yes,Article|BreadcrumbList|LocalBusiness,no,71,1,2025-04-17,1592,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「【峇里島日出攻略】巴杜爾火山吉普車之旅：黑熔岩探險」先給結論（推薦名單/價格區間/具體做法），再展開細節,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
nuanu-magic-garden-bali,【峇里島親子旅遊景點】Nuanu Creative City 的魔法花園 Magic Garden,blog,/blog/nuanu-magic-garden-bali/,59.3,15.3,13,12,11,8,callout-only,no,yes,Article|BreadcrumbList|LocalBusiness,no,47,0,2025-04-18,543,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「【峇里島親子旅遊景點】Nuanu Creative」先給結論（推薦名單/價格區間/具體做法），再展開細節,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
lumeira-wellness-bali-spa,【Nuanu景點】全球最大的木火熱蒸氣浴SPA - Lumeira Wellness Bali,blog,/blog/lumeira-wellness-bali-spa/,51.7,10.7,13,10,11,7,callout-only,no,yes,Article|BreadcrumbList|LocalBusiness,no,66,0,2025-04-18,815,開頭150字內補直接回答段：針對「【Nuanu景點】全球最大的木火熱蒸氣浴SPA -」先給結論（推薦名單/價格區間/具體做法），再展開細節,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,補明確格式的關鍵資訊：價格（Rp數字）、營業/所需時間、地址或Google Maps地點名
labyrinth-collective-nuanu-bali,【長谷/Nuanu新景點】Labyrinth Collective 的沉浸式藝術與科技體驗,blog,/blog/labyrinth-collective-nuanu-bali/,65.2,16.2,13,16,13,7,callout-only,no,yes,Article|BreadcrumbList|LocalBusiness,no,36,0,2025-04-18,2472,文末加「常見問題」區塊（3-5題）；FAQPage schema需在SEO.astro擴充此分類才會輸出,開頭150字內補直接回答段：針對「【長谷/Nuanu新景點】Labyrinth Co」先給結論（推薦名單/價格區間/具體做法），再展開細節,已有快速解答callout，再加列點式TL;DR區塊（3-5點快速結論）更利AI擷取
